"","date","time","chamber","TA","Null","CO2L","DiffP","TS","Null.1","SoilM","CO2Flow","CO2CChamb","DPCChamb","LCO2slope","ValveTime","CondWater","TBox","doorcnt"
"10737","2014-02-12","13:53:10",12,71.4,1,404.7,81.7,1,1,-7.1,441,399.2,20.2,0.9870998,14.95099,19.2,37.6,0
"10738","2014-02-12","13:53:10",13,402.8,58.9,29.1,101.5,19.4,28.9,27.1,424,2.4,388.7,0,NA,NA,NA,NA
"10739","2014-02-12","13:54:09",1,-51.1,1,405.4,75.2,1,1,-7.1,330,400.4,19.3,0.9959639,15.05403,13.98,36.8,0
"10740","2014-02-12","13:54:09",2,-51.1,1,404.9,85.2,1,1,-7.1,459.8,399.2,23.2,1.004701,12.08901,12.45,37,0
"10741","2014-02-12","13:54:09",3,29.7,1,403.2,83.3,1,1,-7.1,302.7,400.4,18.9,0.5103926,13.471,13.44,36.7,0
"10742","2014-02-12","13:54:09",4,33.4,1,405.3,73.6,1,1,-7.1,374.9,403.9,21.7,1.033819,11.60099,10.32,36.8,0
"10743","2014-02-12","13:54:09",5,149.2,1,406.9,70.4,1,1,-7.1,364.8,402.8,19,1.022238,20.34901,13.8,37.7,0
"10744","2014-02-12","13:54:09",6,32.8,1,404,74.5,1,1,-7.1,328.7,402.8,22.1,0.5025196,11.95903,12.18,37.6,0
"10745","2014-02-12","13:54:09",7,29.9,1,404.2,57.1,1,1,-7.1,361.4,408.6,20.1,0.5242099,18.241,12.6,34.5,0
"10746","2014-02-12","13:54:09",8,-51.1,1,404.3,74.9,1,1,-7.1,413.7,399.2,21.3,0.4830817,17.599,21.55,35.4,0
"10747","2014-02-12","13:54:09",9,-51.1,1,420.2,68.8,1,1,-7.1,0,399.2,19.6,0.9910108,0,13.74,35.5,0
"10748","2014-02-12","13:54:09",10,32.7,1,402.4,79.7,1,1,-7.1,344.1,400.4,20.8,1.031803,12.82398,9.86,36.5,0
"10749","2014-02-12","13:54:09",11,29.8,1,405.8,59.2,1,1,-7.1,374,398.1,19,1.017019,19.25604,18,37.7,0
"10750","2014-02-12","13:54:09",12,71.3,1,405.7,81.9,1,1,-7.1,441,399.2,20.2,0.9870998,15.62099,19.2,37.6,0
"10751","2014-02-12","13:54:09",13,408.6,58.8,29.1,101.5,19.4,28.9,27.1,426,2.2,388.7,0,NA,NA,NA,NA
"10752","2014-02-12","13:55:10",1,-51.1,1,405.4,75.1,1,1,-7.1,330,400.4,19.3,0.9959639,13.23403,18.64,36.7,0
"10753","2014-02-12","13:55:10",2,-51.1,1,404.9,85.4,1,1,-7.1,463.3,399.2,23.2,1.004701,10.41901,8.3,37,0
"10754","2014-02-12","13:55:10",3,29.7,1,403.7,83.2,1,1,-7.1,304.4,400.4,18.9,0.5103926,12.65599,13.44,36.7,0
"10755","2014-02-12","13:55:10",4,33.5,1,406.3,73.6,1,1,-7.1,374.9,403.9,21.7,1.033819,10.97099,10.32,36.8,0
"10756","2014-02-12","13:55:10",5,149.2,1,406.9,70,1,1,-7.1,364.8,402.8,19,1.022238,19.55901,9.2,37.7,0
"10757","2014-02-12","13:55:10",6,32.7,1,404,74.3,1,1,-7.1,332.1,402.8,22.1,0.5025196,9.320029,8.12,37.5,0
"10758","2014-02-12","13:55:10",7,29.9,1,408.4,57.2,1,1,-7.1,363,408.6,20.1,0.5242099,18.266,8.4,34.5,0
"10759","2014-02-12","13:55:10",8,-51.1,1,403.9,74.5,1,1,-7.1,412,401.6,21,0.482217,16.66101,12.93,35.4,0
"10760","2014-02-12","13:55:10",9,-51.1,1,443,69.3,1,1,-7.1,0,399.2,19.6,0.9910108,0,9.16,35.4,0
"10761","2014-02-12","13:55:10",10,32.7,1,403.4,79.7,1,1,-7.1,342.5,400.4,20.8,1.031803,12.48398,4.93,36.4,0
"10762","2014-02-12","13:55:10",11,29.6,1,405.8,59,1,1,-7.1,374,398.1,19,1.017019,17.31605,22.5,37.6,0
"10763","2014-02-12","13:55:10",12,71.3,1,404.7,81.9,1,1,-7.1,441,399.2,20.2,0.9870998,13.71099,19.2,37.6,0
"10764","2014-02-12","13:55:10",13,401.6,58.6,28.9,101.5,19.4,28.8,27,434,3.3,388.7,0,NA,NA,NA,NA
"10765","2014-02-12","13:56:09",1,-51.1,1,405.4,75.1,1,1,-7.1,330,400.4,19.3,0.9959639,12.59404,13.98,36.7,0
"10766","2014-02-12","13:56:09",2,-51.1,1,404.9,85.8,1,1,-7.1,461.5,399.2,23.2,1.004701,9.829014,8.3,36.9,0
"10767","2014-02-12","13:56:09",3,29.6,1,403.7,83.2,1,1,-7.1,307.8,400.4,18.9,0.5103926,11.74099,13.44,36.6,0
"10768","2014-02-12","13:56:09",4,33.5,1,405.3,73.4,1,1,-7.1,374.9,403.9,21.7,1.033819,8.880998,10.32,36.7,0
"10769","2014-02-12","13:56:09",5,149,1,406.9,70.4,1,1,-7.1,362.9,402.8,19,1.022238,18.76901,13.8,37.7,0
"10770","2014-02-12","13:56:09",6,32.7,1,404.5,74.5,1,1,-7.1,332.1,402.8,22.1,0.5025196,8.820029,8.12,37.5,0
"10771","2014-02-12","13:56:09",7,29.8,1,408.9,57.2,1,1,-7.1,361.4,408.6,20.1,0.5242099,11.19403,12.6,34.5,0
"10772","2014-02-12","13:56:09",8,-51.1,1,405.5,74.7,1,1,-7.1,413.7,401.6,21,0.482217,16.579,12.93,35.3,0
"10773","2014-02-12","13:56:09",9,-51.1,1,445,69.5,1,1,-7.1,0,399.2,19.6,0.9910108,0,13.74,35.4,0
"10774","2014-02-12","13:56:09",10,32.6,1,403.4,80.1,1,1,-7.1,342.5,400.4,20.8,1.031803,11.26398,9.86,36.4,0
"10775","2014-02-12","13:56:09",11,29.4,1,406.8,59.6,1,1,-7.1,375.9,398.1,19,1.017019,16.63605,18,37.6,0
"10776","2014-02-12","13:56:09",12,71.3,1,404.7,82.3,1,1,-7.1,441,399.2,20.2,0.9870998,14.38099,19.2,37.5,0
"10777","2014-02-12","13:56:09",13,388.7,59.5,28.7,101.5,19.3,28.7,27,441,2.7,388.7,0,NA,NA,NA,NA
"10778","2014-02-12","13:57:10",1,-51.1,1,405.4,74.7,1,1,-7.1,331.7,400.4,19.3,0.9959639,11.95404,13.98,36.7,0
"10779","2014-02-12","13:57:10",2,-51.1,1,404.9,85.6,1,1,-7.1,459.8,399.2,23.2,1.004701,9.239015,8.3,36.9,0
"10780","2014-02-12","13:57:10",3,29.6,1,403.7,83.3,1,1,-7.1,301,400.4,18.9,0.5103926,11.27099,13.44,36.6,0
"10781","2014-02-12","13:57:10",4,33.4,1,405.3,73.4,1,1,-7.1,374.9,403.9,21.7,1.033819,9.610996,5.16,36.6,0
"10782","2014-02-12","13:57:10",5,149.1,1,406.9,70.4,1,1,-7.1,362.9,402.8,19,1.022238,17.97901,9.2,37.6,0
"10783","2014-02-12","13:57:10",6,32.7,1,404,74.5,1,1,-7.1,328.7,402.8,22.1,0.5025196,7.745029,8.12,37.4,0
"10784","2014-02-12","13:57:10",7,29.7,1,409.4,57.2,1,1,-7.1,361.4,408.6,20.1,0.5242099,9.239027,8.4,34.4,0
"10785","2014-02-12","13:57:10",8,-51.1,1,402.2,74.7,1,1,-7.1,412,401.6,21,0.482217,14.105,12.93,35.2,0
"10786","2014-02-12","13:57:10",9,-51.1,1,451.9,69.5,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35.3,0
"10787","2014-02-12","13:57:10",10,32.4,1,403.4,80.1,1,1,-7.1,342.5,400.4,20.8,1.031803,10.82398,4.93,36.3,0
"10788","2014-02-12","13:57:10",11,29.3,1,406.8,59.6,1,1,-7.1,374,398.1,19,1.017019,14.39605,18,37.6,0
"10789","2014-02-12","13:57:10",12,71.2,1,404.7,82.3,1,1,-7.1,441,399.2,20.2,0.9870998,13.81099,12.8,37.5,0
"10790","2014-02-12","13:57:10",13,459.1,60.3,28.8,101.5,19.3,28.6,27,432,2.3,388.7,0,NA,NA,NA,NA
"10791","2014-02-12","13:58:10",1,-51.1,1,405.4,74.7,1,1,-7.1,330,400.4,19.3,0.9959639,11.31404,13.98,36.6,0
"10792","2014-02-12","13:58:10",2,-51.1,1,404.9,85.8,1,1,-7.1,458,399.2,23.2,1.004701,8.649015,8.3,36.9,0
"10793","2014-02-12","13:58:10",3,29.5,1,403.7,83.5,1,1,-7.1,304.4,400.4,18.9,0.5103926,10.80099,13.44,36.6,0
"10794","2014-02-12","13:58:10",4,33.3,1,405.3,73.4,1,1,-7.1,371,403.9,21.7,1.033819,8.980997,10.32,36.6,0
"10795","2014-02-12","13:58:10",5,149.1,1,407.9,70.6,1,1,-7.1,362.9,402.8,19,1.022238,17.18901,9.2,37.6,0
"10796","2014-02-12","13:58:10",6,32.6,1,405,74.7,1,1,-7.1,330.4,402.8,22.1,0.5025196,7.770029,8.12,37.3,0
"10797","2014-02-12","13:58:10",7,29.7,1,410.5,57.2,1,1,-7.1,359.7,408.6,20.1,0.5242099,7.184028,8.4,34.3,0
"10798","2014-02-12","13:58:10",8,-51.1,1,403.6,74.9,1,1,-7.1,412,401.6,21,0.482217,16.98599,12.93,35.2,0
"10799","2014-02-12","13:58:10",9,-51.1,1,489.3,69.5,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35.3,1
"10800","2014-02-12","13:58:10",10,32.3,1,403.4,79.9,1,1,-7.1,342.5,402.8,20.7,1.031767,10.38398,4.93,36.3,0
"10801","2014-02-12","13:58:10",11,29.4,1,405.8,59.4,1,1,-7.1,374,398.1,19,1.017019,13.61605,18,37.6,0
"10802","2014-02-12","13:58:10",12,71.2,1,405.7,82.3,1,1,-7.1,441,399.2,20.2,0.9870998,13.24099,12.8,37.5,0
"10803","2014-02-12","13:58:10",13,402.8,60,28.8,101.5,19.3,28.5,27,441,3.2,388.7,0,NA,NA,NA,NA
"10804","2014-02-12","13:59:09",1,-51.1,1,405.4,74.5,1,1,-7.1,330,400.4,19.3,0.9959639,10.67404,18.64,36.6,0
"10805","2014-02-12","13:59:09",2,-51.1,1,404.9,85.4,1,1,-7.1,465.1,399.2,23.2,1.004701,8.059016,8.3,36.8,0
"10806","2014-02-12","13:59:09",3,29.4,1,403.7,83.3,1,1,-7.1,299.2,400.4,18.9,0.5103926,10.33099,13.44,36.5,0
"10807","2014-02-12","13:59:09",4,33.2,1,405.3,73.4,1,1,-7.1,374.9,403.9,21.7,1.033819,8.350999,5.16,36.6,0
"10808","2014-02-12","13:59:09",5,148.9,1,406.9,70.4,1,1,-7.1,362.9,402.8,19,1.022238,14.61901,13.8,37.6,0
"10809","2014-02-12","13:59:09",6,32.6,1,404.5,74.7,1,1,-7.1,330.4,402.8,22.1,0.5025196,6.070029,8.12,37.3,0
"10810","2014-02-12","13:59:09",7,29.7,1,409.9,57.2,1,1,-7.1,356.4,408.6,20.1,0.5242099,3.625015,8.4,34.3,0
"10811","2014-02-12","13:59:09",8,-51.1,1,404.1,74.9,1,1,-7.1,413.7,401.6,21,0.482217,15.43399,12.93,35.1,0
"10812","2014-02-12","13:59:09",9,-51.1,1,493.4,69.5,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35.3,0
"10813","2014-02-12","13:59:09",10,32.3,1,403.4,79.7,1,1,-7.1,344.1,402.8,20.7,1.031767,9.943983,4.93,36.2,0
"10814","2014-02-12","13:59:09",11,29.4,1,406.8,59.2,1,1,-7.1,374,406.3,18.6,1.017287,14.39605,13.5,37.5,0
"10815","2014-02-12","13:59:09",12,71.2,1,405.7,81.9,1,1,-7.1,442.7,399.2,20.2,0.9870998,11.33099,12.8,37.4,0
"10816","2014-02-12","13:59:09",13,406.3,60.3,28.8,101.5,19.3,28.5,27,456,2.3,388.7,0,NA,NA,NA,NA
"10817","2014-02-12","14:00:10",1,-51.1,1,404.4,74.3,1,1,-7.1,330,400.4,19.3,0.9959639,10.03404,13.98,36.6,0
"10818","2014-02-12","14:00:10",2,-51.1,1,404.9,85.4,1,1,-7.1,466.8,399.2,23.2,1.004701,7.469017,8.3,36.8,0
"10819","2014-02-12","14:00:10",3,29.4,1,403.2,83.5,1,1,-7.1,301,400.4,18.9,0.5103926,9.860987,13.44,36.5,0
"10820","2014-02-12","14:00:10",4,33.1,1,405.3,73.4,1,1,-7.1,372.9,403.9,21.7,1.033819,7.721,5.16,36.5,0
"10821","2014-02-12","14:00:10",5,148.6,1,406.9,70.4,1,1,-7.1,364.8,402.8,19,1.022238,15.50901,9.2,37.6,0
"10822","2014-02-12","14:00:10",6,32.5,1,405.5,74.5,1,1,-7.1,332.1,402.8,22.1,0.5025196,6.095029,4.06,37.2,0
"10823","2014-02-12","14:00:10",7,29.7,1,408.9,56.9,1,1,-7.1,358,408.6,20.1,0.5242099,3.879029,8.4,34.3,0
"10824","2014-02-12","14:00:10",8,-51.1,1,406,74.9,1,1,-7.1,412,401.6,21,0.482217,14.43899,8.62,35.1,0
"10825","2014-02-12","14:00:10",9,-51.1,1,492.3,68.8,1,1,-7.1,0,459.1,19.5,1.032175,0,13.74,35.2,0
"10826","2014-02-12","14:00:10",10,32.3,1,403.4,79.7,1,1,-7.1,344.1,402.8,20.7,1.031767,9.503983,4.93,36.2,0
"10827","2014-02-12","14:00:10",11,29.5,1,405.9,59.2,1,1,-7.1,375.9,406.3,18.6,1.017287,12.15606,18,37.5,0
"10828","2014-02-12","14:00:10",12,71.2,1,404.7,81.9,1,1,-7.1,442.7,402.8,26.7,0.9842629,10.66098,12.8,37.4,0
"10829","2014-02-12","14:00:10",13,402.8,60.6,28.8,101.5,19.3,28.5,27,484,2.5,388.7,0,NA,NA,NA,NA
"10830","2014-02-12","14:01:09",1,-51.1,1,404.4,74.3,1,1,-7.1,330,400.4,19.3,0.9959639,10.67404,13.98,36.6,0
"10831","2014-02-12","14:01:09",2,-51.1,1,403.9,85,1,1,-7.1,463.3,399.2,23.2,1.004701,6.879017,8.3,36.8,0
"10832","2014-02-12","14:01:09",3,29.4,1,402.7,83.3,1,1,-7.1,306.1,400.4,18.9,0.5103926,9.885987,13.44,36.4,0
"10833","2014-02-12","14:01:09",4,33.3,1,405.3,73.3,1,1,-7.1,372.9,403.9,21.7,1.033819,7.091001,10.32,36.5,0
"10834","2014-02-12","14:01:09",5,147.6,1,406.9,70.2,1,1,-7.1,364.8,402.8,19,1.022238,14.71901,13.8,37.5,0
"10835","2014-02-12","14:01:09",6,32.5,1,404.5,74.3,1,1,-7.1,332.1,402.8,22.1,0.5025196,4.245029,8.12,37.1,0
"10836","2014-02-12","14:01:09",7,29.7,1,407.8,56.7,1,1,-7.1,358,408.6,20.1,0.5242099,4.969028,8.4,34.2,0
"10837","2014-02-12","14:01:09",8,-51.1,1,404.1,74.5,1,1,-7.1,412,401.6,21,0.482217,11.43999,12.93,35,0
"10838","2014-02-12","14:01:09",9,-51.1,1,491.3,67.7,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35.2,0
"10839","2014-02-12","14:01:09",10,32.4,1,403.4,79.7,1,1,-7.1,344.1,402.8,20.7,1.031767,9.063984,4.93,36.2,0
"10840","2014-02-12","14:01:09",11,29.5,1,405.9,59,1,1,-7.1,374,406.3,18.6,1.017287,12.78905,22.5,37.5,0
"10841","2014-02-12","14:01:09",12,71.2,1,403.5,81.9,1,1,-7.1,441,402.8,26.7,0.9842629,11.33099,12.8,37.4,0
"10842","2014-02-12","14:01:09",13,388.7,59.5,28.9,101.5,19.4,28.5,27,512,3,388.7,0,NA,NA,NA,NA
"10843","2014-02-12","14:02:10",1,-51.1,1,404.4,74.3,1,1,-7.1,331.7,405.1,18.8,0.996122,10.13404,13.98,36.5,0
"10844","2014-02-12","14:02:10",2,-51.1,1,404.9,85.2,1,1,-7.1,461.5,399.2,23.2,1.004701,7.469017,12.45,36.7,0
"10845","2014-02-12","14:02:10",3,29.4,1,402.7,83.5,1,1,-7.1,302.7,400.4,18.9,0.5103926,9.910987,16.8,36.4,0
"10846","2014-02-12","14:02:10",4,33.3,1,404.2,73.4,1,1,-7.1,376.8,403.9,21.7,1.033819,6.461002,5.16,36.4,0
"10847","2014-02-12","14:02:10",5,149.2,1,405.8,70.4,1,1,-7.1,364.8,402.8,19,1.022238,13.92901,9.2,37.5,0
"10848","2014-02-12","14:02:10",6,32.5,1,405,74.5,1,1,-7.1,332.1,402.8,22.1,0.5025196,4.895029,4.06,37,0
"10849","2014-02-12","14:02:10",7,29.7,1,407.3,56.9,1,1,-7.1,358,408.6,20.1,0.5242099,6.146039,12.6,34.2,0
"10850","2014-02-12","14:02:10",8,-51.1,1,404.6,74.7,1,1,-7.1,413.7,401.6,21,0.482217,13.22899,8.62,35,0
"10851","2014-02-12","14:02:10",9,-51.1,1,489.3,67,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35.1,0
"10852","2014-02-12","14:02:10",10,32.4,1,403.4,79.7,1,1,-7.1,344.1,402.8,20.7,1.031767,8.623984,4.93,36.2,0
"10853","2014-02-12","14:02:10",11,29.4,1,405.9,59.2,1,1,-7.1,374,406.3,18.6,1.017287,12.09905,18,37.4,0
"10854","2014-02-12","14:02:10",12,71.2,1,402.6,82.1,1,1,-7.1,441,402.8,26.7,0.9842629,12.105,12.8,37.3,0
"10855","2014-02-12","14:02:10",13,405.1,59.6,28.8,101.5,19.4,28.5,27,527,2.7,388.7,0,NA,NA,NA,NA
"10856","2014-02-12","14:03:10",1,-51.1,1,404.4,74.3,1,1,-7.1,330,405.1,18.8,0.996122,9.594038,13.98,36.5,0
"10857","2014-02-12","14:03:10",2,-51.1,1,404.9,85.2,1,1,-7.1,465.1,403.9,22.5,1.003638,5.799018,8.3,36.7,0
"10858","2014-02-12","14:03:10",3,29.4,1,402.2,83.5,1,1,-7.1,302.7,400.4,18.9,0.5103926,9.540986,13.44,36.3,0
"10859","2014-02-12","14:03:10",4,33.4,1,403.2,73.6,1,1,-7.1,376.8,403.9,21.7,1.033819,7.205973,10.32,36.4,0
"10860","2014-02-12","14:03:10",5,149,1,405.8,70.6,1,1,-7.1,364.8,402.8,19,1.022238,14.86602,18.4,37.5,0
"10861","2014-02-12","14:03:10",6,32.5,1,404,74.7,1,1,-7.1,330.4,402.8,22.1,0.5025196,3.720029,8.12,36.9,0
"10862","2014-02-12","14:03:10",7,29.7,1,406.8,56.9,1,1,-7.1,358,408.6,20.1,0.5242099,6.171039,8.4,34.2,0
"10863","2014-02-12","14:03:10",8,-51.1,1,403.6,74.5,1,1,-7.1,412,401.6,21,0.482217,12.13399,8.62,35,0
"10864","2014-02-12","14:03:10",9,-51.1,1,487.2,66.6,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35.1,0
"10865","2014-02-12","14:03:10",10,32.4,1,403.4,80.1,1,1,-7.1,344.1,402.8,20.7,1.031767,8.183986,4.93,36.1,0
"10866","2014-02-12","14:03:10",11,29.5,1,404.9,59.4,1,1,-7.1,375.9,406.3,18.6,1.017287,11.40905,22.5,37.4,0
"10867","2014-02-12","14:03:10",12,71.2,1,403.5,82.1,1,1,-7.1,441,402.8,26.7,0.9842629,12.47399,12.8,37.3,0
"10868","2014-02-12","14:03:10",13,403.9,59.8,28.7,101.5,19.4,28.5,27,531,1,388.7,0,NA,NA,NA,NA
"10869","2014-02-12","14:04:09",1,-51.1,1,404.4,74.2,1,1,-7.1,328.2,405.1,18.8,0.996122,9.054038,13.98,36.5,0
"10870","2014-02-12","14:04:09",2,-51.1,1,402.5,85.2,1,1,-7.1,461.5,403.9,22.5,1.003638,5.209019,8.3,36.7,0
"10871","2014-02-12","14:04:09",3,29.4,1,401.7,83.7,1,1,-7.1,312.9,405.1,18.3,0.5118225,9.565986,13.44,36.3,0
"10872","2014-02-12","14:04:09",4,33.5,1,403.2,73.8,1,1,-7.1,374.9,403.9,21.7,1.033819,7.725974,5.16,36.3,0
"10873","2014-02-12","14:04:09",5,148.4,1,405.8,70.6,1,1,-7.1,362.9,402.8,19,1.022238,14.18602,9.2,37.4,0
"10874","2014-02-12","14:04:09",6,32.5,1,403,74.5,1,1,-7.1,330.4,402.8,22.1,0.5025196,4.320029,12.18,36.8,0
"10875","2014-02-12","14:04:09",7,29.8,1,406.3,56.7,1,1,-7.1,361.4,408.6,20.1,0.5242099,6.196039,12.6,34.1,0
"10876","2014-02-12","14:04:09",8,-51.1,1,403.6,74.7,1,1,-7.1,412,401.6,21,0.482217,12.69399,12.93,34.9,0
"10877","2014-02-12","14:04:09",9,-51.1,1,485.1,66.6,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35,0
"10878","2014-02-12","14:04:09",10,32.5,1,402.4,80.3,1,1,-7.1,342.5,402.8,20.7,1.031767,7.743986,4.93,36.1,0
"10879","2014-02-12","14:04:09",11,29.4,1,403.9,59.4,1,1,-7.1,374,406.3,18.6,1.017287,12.09905,18,37.4,0
"10880","2014-02-12","14:04:09",12,71.2,1,402.6,82.1,1,1,-7.1,439.4,402.8,26.7,0.9842629,11.295,12.8,37.3,0
"10881","2014-02-12","14:04:09",13,405.1,61.5,28.6,101.5,19.4,28.4,27,514,1,388.7,0,NA,NA,NA,NA
"10882","2014-02-12","14:05:10",1,-51.1,1,404.4,74.2,1,1,-7.1,328.2,405.1,18.8,0.996122,8.514039,13.98,36.5,0
"10883","2014-02-12","14:05:10",2,-51.1,1,402.5,85,1,1,-7.1,465.1,403.9,22.5,1.003638,7.115012,8.3,36.6,0
"10884","2014-02-12","14:05:10",3,29.4,1,402.3,83.5,1,1,-7.1,312.9,405.1,18.3,0.5118225,9.590985,10.08,36.2,0
"10885","2014-02-12","14:05:10",4,33.4,1,404.2,73.8,1,1,-7.1,372.9,402.8,21.6,1.031792,7.305973,5.16,36.3,0
"10886","2014-02-12","14:05:10",5,148.4,1,404.8,70.6,1,1,-7.1,362.9,402.8,19,1.022238,13.50602,13.8,37.4,0
"10887","2014-02-12","14:05:10",6,32.5,1,401.5,74.7,1,1,-7.1,330.4,402.8,22.1,0.5025196,4.820029,8.12,36.7,0
"10888","2014-02-12","14:05:10",7,29.8,1,405.7,56.9,1,1,-7.1,358,408.6,20.1,0.5242099,6.221039,8.4,34.1,0
"10889","2014-02-12","14:05:10",8,-51.1,1,402.7,74.7,1,1,-7.1,413.7,401.6,21,0.482217,12.23398,12.93,34.9,0
"10890","2014-02-12","14:05:10",9,-51.1,1,482,66.6,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,35,0
"10891","2014-02-12","14:05:10",10,32.4,1,402.4,80.5,1,1,-7.1,344.1,402.8,20.7,1.031767,8.183986,0,36,0
"10892","2014-02-12","14:05:10",11,29.6,1,403.9,59.2,1,1,-7.1,372.1,406.3,18.6,1.017287,12.68904,18,37.4,0
"10893","2014-02-12","14:05:10",12,71.2,1,402.6,82.1,1,1,-7.1,437.7,402.8,26.7,0.9842629,11.66399,6.4,37.2,0
"10894","2014-02-12","14:05:10",13,402.8,61.6,28.8,101.5,19.4,28.5,27,507,2.1,388.7,0,NA,NA,NA,NA
"10895","2014-02-12","14:06:10",1,-51.1,1,403.4,74.2,1,1,-7.1,328.2,405.1,18.8,0.996122,7.97404,13.98,36.4,0
"10896","2014-02-12","14:06:10",2,-51.1,1,401.5,84.9,1,1,-7.1,465.1,403.9,22.5,1.003638,6.765012,12.45,36.6,0
"10897","2014-02-12","14:06:10",3,29.5,1,402.3,83.5,1,1,-7.1,312.9,405.1,18.3,0.5118225,8.901002,13.44,36.2,0
"10898","2014-02-12","14:06:10",4,33.4,1,402.4,74,1,1,-7.1,374.9,402.8,21.6,1.031792,5.845969,10.32,36.3,0
"10899","2014-02-12","14:06:10",5,149.1,1,404.8,70.6,1,1,-7.1,362.9,402.8,19,1.022238,14.18602,9.2,37.4,0
"10900","2014-02-12","14:06:10",6,32.5,1,399.5,74.5,1,1,-7.1,328.7,402.8,22.1,0.5025196,5.545029,12.18,36.6,0
"10901","2014-02-12","14:06:10",7,29.8,1,404.2,56.7,1,1,-7.1,359.7,408.6,20.1,0.5242099,6.391004,12.6,34.1,0
"10902","2014-02-12","14:06:10",8,-51.1,1,403.1,74.7,1,1,-7.1,410.2,401.6,21,0.482217,12.61098,8.62,34.8,0
"10903","2014-02-12","14:06:10",9,-51.1,1,481,66.6,1,1,-7.1,0,459.1,19.5,1.032175,0,13.74,34.9,0
"10904","2014-02-12","14:06:10",10,32.4,1,401.4,80.5,1,1,-7.1,342.5,402.8,20.7,1.031767,7.843986,4.93,36,0
"10905","2014-02-12","14:06:10",11,29.4,1,403.9,59.2,1,1,-7.1,372.1,406.3,18.6,1.017287,12.19905,13.5,37.3,0
"10906","2014-02-12","14:06:10",12,71.2,1,401.6,82.3,1,1,-7.1,441,402.8,26.7,0.9842629,11.30399,12.8,37.2,0
"10907","2014-02-12","14:06:10",13,388.7,61.2,29,101.5,19.3,28.6,27.1,495,1.9,388.7,0,NA,NA,NA,NA
"10908","2014-02-12","14:07:10",1,-51.1,1,403.4,74.2,1,1,-7.1,330,405.1,18.8,0.996122,8.514039,13.98,36.4,0
"10909","2014-02-12","14:07:10",2,-51.1,1,401.5,84.7,1,1,-7.1,465.1,403.9,22.5,1.003638,7.115012,8.3,36.6,0
"10910","2014-02-12","14:07:10",3,29.5,1,401.8,83.5,1,1,-7.1,307.8,405.1,18.3,0.5118225,8.571003,10.08,36.2,0
"10911","2014-02-12","14:07:10",4,33.5,1,401.4,74,1,1,-7.1,374.9,402.8,21.6,1.031792,7.053987,5.16,36.2,0
"10912","2014-02-12","14:07:10",5,149,1,403.8,70.6,1,1,-7.1,362.9,403.9,18.8,1.020364,13.60602,9.2,37.3,0
"10913","2014-02-12","14:07:10",6,32.6,1,398,74.7,1,1,-7.1,328.7,402.8,22.1,0.5025196,6.095029,12.18,36.5,0
"10914","2014-02-12","14:07:10",7,29.9,1,403.1,56.7,1,1,-7.1,361.4,408.6,20.1,0.5242099,7.656006,12.6,34.1,0
"10915","2014-02-12","14:07:10",8,-51.1,1,405.1,74.5,1,1,-7.1,412,401.6,21,0.482217,11.88898,12.93,34.8,0
"10916","2014-02-12","14:07:10",9,-51.1,1,478.9,66.6,1,1,-7.1,0,459.1,19.5,1.032175,0,9.16,34.9,0
"10917","2014-02-12","14:07:10",10,32.5,1,401.4,80.3,1,1,-7.1,342.5,402.8,20.7,1.031767,8.183986,4.93,36,0
"10918","2014-02-12","14:07:10",11,29.6,1,402.8,59,1,1,-7.1,372.1,406.3,18.6,1.017287,11.70905,18,37.3,0
"10919","2014-02-12","14:07:10",12,71.3,1,402.6,82.3,1,1,-7.1,439.4,402.8,26.7,0.9842629,11.66399,6.4,37.2,0
"10920","2014-02-12","14:07:10",13,403.9,60.9,29,101.5,19.3,28.6,27.2,486,2.5,388.7,0,NA,NA,NA,NA
"10921","2014-02-12","14:08:10",1,-51.1,1,402.4,74.2,1,1,-7.1,328.2,405.1,18.8,0.996122,8.074039,13.98,36.4,0
"10922","2014-02-12","14:08:10",2,-51.1,1,401.5,84.9,1,1,-7.1,463.3,403.9,22.5,1.003638,6.865012,8.3,36.5,0
"10923","2014-02-12","14:08:10",3,29.8,1,401.3,83.3,1,1,-7.1,301,405.1,18.3,0.5118225,8.596003,13.44,36.1,0
"10924","2014-02-12","14:08:10",4,33.5,1,401.4,74,1,1,-7.1,376.8,402.8,21.6,1.031792,7.393986,5.16,36.2,0
"10925","2014-02-12","14:08:10",5,148.8,1,403,70.6,1,1,-7.1,362.9,403.9,18.8,1.020364,14.18602,9.2,37.3,0
"10926","2014-02-12","14:08:10",6,32.6,1,401,74.7,1,1,-7.1,328.7,400.4,22,0.5016975,6.320029,8.12,36.4,0
"10927","2014-02-12","14:08:10",7,29.9,1,402.1,56.5,1,1,-7.1,359.7,408.6,20.1,0.5242099,8.269013,12.6,34,0
