"chamber","T_treatment","Water_treatment","position","timepoint","DateTime","Code","Obs","FTime","Ebal","Photo","Cond","Ci","Trmmol","VpdL","CTleaf","Area","BLC_1","StmRat","BLCond","Tair","Tleaf","TBlk","CO2R","CO2S","H2OR","H2OS","RH_R","RH_S","Flow","PARi","PARo","Press","CsMch","HsMch","StableF","BLCslope","BLCoffst","f_parin","f_parout","alphaK","Status","fda","Trans","Tair_K","Twall_K","R.W.m2.","Tl.Ta","SVTleaf","h2o_i","h20diff","CTair","SVTair","CndTotal","vp_kPa","VpdA","CndCO2","Ci_Pa","Ci.Ca","RHsfc","C2sfc","AHs.Cs","campaign","Unit","User"
"C08","elevated","control","top",2,2013-07-10 09:51:11,"8top",64,8452.6,0,8.344540627,0.1756590162,315.594678,1.0036324816,0.6154159406,16.414170836,6,1.420000017,1,2.840000033,16.63035469,16.414170836,16.725777818,409.54962156,399.06685182,11.02591419,12.214281844,59.790766908,66.234988404,500.53890992,189.26421202,234.98579404,103.00365752,1.836903691,0.231482357,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8342315164,0.0010036324,289.56417086,289.78035468,30.282273248,-0.140365796,1.8735316456,18.18898171,5.9746998634,16.522262762,1.886463361,0.1654270092,1.258115705,0.6283476562,0.104264925,32.507406016,0.7908315754,68.587936164,395.10025686,0.0144858104,1,"HIE3","Mike"
"C08","elevated","control","top",3,2013-07-10 11:58:23,"8top",114,16084.7,0,13.487389554,0.1227759102,207.10527692,1.0517036366,0.9006895904,21.06207657,6,1.420000017,1,2.840000033,21.065786742,21.06207657,21.173000336,410.3133911,393.64691772,14.362755012,15.603974914,58.942686462,64.036474612,500.45581666,999.87631836,311.97974242,102.84429778,2.431904793,0.207980961,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340930276,0.0010517034,294.21207658,294.21578674,159.98020738,1.3534734998,2.505469432,24.361772926,8.7577980124,21.063931654,2.5057549116,0.117688131,1.6047798412,0.9009750704,0.0739958706,21.299596744,0.5261193588,64.83813984,387.2356587,0.0225830822,1,"HIE3","Mike"
"C08","elevated","control","top",4,2013-07-10 13:11:51,"8top",129,20495.6,0,10.73794199,0.1011160856,217.08757788,0.69663317,0.7195999068,19.483061218,6,1.420000017,1,2.840000033,19.490893174,19.483061218,19.555677414,408.86306764,395.65891112,14.288066672,15.110638998,64.583644104,68.301757814,500.45927124,448.6515503,292.18359374,102.77127532,2.080098152,0.230291218,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340987854,0.0006966332,292.63306122,292.64089316,71.78424644,0.4910965792,2.2725395484,22.112594656,7.0019556552,19.486977194,2.2730930088,0.0976396888,1.5529396418,0.720153367,0.0613278978,22.31036763,0.5486732876,68.843789598,390.55460776,0.018927965,1,"HIE3","Mike"
"C08","elevated","control","top",5,2013-07-10 15:10:11,"8top",180,27599.5,0,10.016462376,0.093840068,217.65782736,0.7380859604,0.8188666638,20.090463258,6,1.420000017,1,2.840000033,20.267337036,20.090463258,20.349522018,409.61414796,397.25360108,14.128040124,14.999678612,60.835578156,64.588868714,500.44710082,349.56506348,180.62550964,102.73050536,1.978169441,0.223488659,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340785012,0.0007380858,293.24046326,293.41733702,55.930408906,0.3017682738,2.3597912266,22.970696142,7.9710175298,20.178900148,2.372736747,0.0908385332,1.540924563,0.8318121842,0.0570363326,22.360098186,0.5479063076,65.759049448,392.49225458,0.0167817878,1,"HIE3","Mike"
"C08","elevated","control","top",6,2013-07-10 16:53:35,"8top",233,33802.4,0,3.2705055012,0.052778323,300.1172261,0.3645675692,0.7112232154,17.495383072,6,1.420000017,1,2.840000033,17.768126296,17.495383072,17.894483568,408.90146486,404.80355836,12.175861548,12.607427408,61.280377962,63.452422334,500.46304932,70.208465576,15.61290474,102.7357666,1.6369524,0.234282345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341050822,0.0003645676,290.64538308,290.9181263,11.23335424,-0.0233866872,2.0064569342,19.530266828,6.9228394212,17.631754684,2.0237965812,0.051815379,1.2952337194,0.728562862,0.0324697712,30.832773332,0.7413893936,64.63166916,403.24891664,0.0052418796,1,"HIE3","Mike"
"C09","ambient","control","low",1,2013-07-10 07:59:06,"9low",8,2882.3,0,1.0377022402,0.2061368164,397.04067402,0.8457733514,0.44826754,10.817424202,6,1.420000017,1,2.840000033,11.452148438,10.817424202,11.490058328,410.0628113,408.40387574,7.2837874412,8.2898120878,55.228421018,62.856477356,500.24343874,29.652393342,4.5417243002,102.9383316,1.542304158,0.280228585,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8337390644,0.0008457734,283.9674242,284.60214844,4.7443828286,-0.3170599014,1.301606968,12.64453142,4.3547193308,11.13478632,1.3293438162,0.1921871884,0.8533394278,0.4760043882,0.1212969458,40.870704384,0.9721765088,67.551383264,407.91060178,0.0017184884,1,"HIE2","John"
"C09","ambient","control","low",2,2013-07-10 09:53:07,"9low",18,9727.4,0,2.0151771436,0.1802982636,384.15221612,0.8227141556,0.4940575898,12.660584258,6,1.420000017,1,2.840000033,13.454215242,12.660584258,13.512293242,408.86676024,406.04881592,8.4955417634,9.4730499268,56.53210373,63.036765292,500.20281982,40.78203125,120.03961792,103.03262636,1.108496785,0.29095456,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8336713666,0.0008227144,285.81058424,286.60421524,6.5251248542,-0.2617582866,1.4700908022,14.268206642,4.7951567152,13.05739975,1.5087767946,0.1695352456,0.9760332124,0.5327435824,0.1068766634,39.580211754,0.946073954,68.019285028,405.09089722,0.0033837096,1,"HIE2","John"
"C09","ambient","control","low",3,2013-07-10 11:40:05,"9low",23,16141.8,0,12.39467012,0.2106189514,288.41493548,1.613518104,0.8300718404,20.900816346,6,1.420000017,1,2.840000033,21.88980217,20.900816346,22.054693222,408.62647094,392.99368896,14.130906678,16.035866548,55.187690736,62.627436068,500.05584108,299.3020996,283.24375612,102.9372635,0.248847127,0.261712998,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8334264018,0.001613518,294.05081634,295.03980216,47.888334868,-0.1474478686,2.4807600662,24.099728126,8.0638615804,21.39530926,2.5572153096,0.1960774316,1.650688226,0.9065270834,0.1237768504,29.688644214,0.7338920024,68.211803204,387.1018564,0.0218408624,1,"HIE2","John"
"C09","ambient","control","low",4,2013-07-10 13:26:49,"9low",33,22546.2,0,2.719961758,0.1459193132,371.47680674,0.8801463862,0.641925261,16.557297896,6,1.420000017,1,2.840000033,17.376725008,16.557297896,17.445045854,410.227063,406.53460692,11.105016898,12.1481163,57.32043152,62.70456619,500.11777954,59.458315278,111.32160952,102.79340208,0.58978951,0.293516129,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8335296324,0.0008801464,289.7072979,290.526725,9.5133302314,-0.2477507064,1.890671465,18.392926254,6.2448099494,16.96701145,1.9404991622,0.1387882798,1.2487462042,0.6917529584,0.0873563544,38.185364806,0.9137640962,67.206200238,405.24166738,0.004510852,1,"HIE2","John"
"C09","ambient","control","low",5,2013-07-10 15:18:37,"9low",48,29254,0,1.4440501744,0.2223831342,392.82685442,1.178634888,0.577907621,16.71526413,6,1.420000017,1,2.840000033,17.555317688,16.71526413,17.62144623,409.84293212,407.53425296,11.56734848,12.96302414,59.007496642,66.12712097,500.12600098,30.283376694,107.74293976,102.74150238,0.421210408,0.281959504,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8335433348,0.0011786348,289.86526412,290.7053177,4.8453401626,-0.4585077878,1.9097481966,18.587894388,5.6248702486,17.135290908,1.9612964816,0.2062341342,1.3318405758,0.629455906,0.1302560538,40.35962119,0.963911259,71.48674939,406.84782062,0.0025373228,1,"HIE2","John"
"C09","ambient","control","low",6,2013-07-10 16:46:26,"9low",53,34521.6,0,-0.3338713866,0.146630955,409.28951788,0.7761484304,0.5640472376,14.874437142,6,1.420000017,1,2.840000033,15.479462242,14.874437142,15.49236355,409.08391724,409.10352784,10.1120121,11.032829094,58.866338348,64.226808168,500.15493776,10.0667100912,26.435572054,102.74317474,0.66489327,0.284982651,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8335915626,0.0007761484,288.02443716,288.62946226,1.6106735786,-0.3166052442,1.6975951244,16.522704608,5.4898755148,15.176949692,1.7309663424,0.1394319464,1.133547887,0.5974184554,0.0877643692,42.051704154,1.0004544726,67.963791814,409.2622343,-0.000554344,1,"HIE2","John"
"C09","ambient","control","top",1,2013-07-10 07:52:28,"9top",3,2486.1,0,2.8481766802,0.129372192,367.1759941,0.5874923902,0.4837484888,10.747618102,6,1.420000017,1,2.840000033,11.466727448,10.747618102,11.490856932,410.3982666,406.69543456,7.1873671534,7.886477852,54.445134736,59.740979004,500.22904662,75.595471192,27.474661254,102.93903046,1.690863729,0.281442612,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8337150778,0.0005874926,283.8976181,284.61672744,12.09527512,-0.0808184282,1.2955748726,12.585846862,4.6993690094,11.107172774,1.326909941,0.1237355742,0.8118263842,0.5150835568,0.0778221376,37.79674083,0.9028279186,63.918943228,405.34154778,0.0044913366,1,"HIE2","John"
"C09","ambient","control","top",2,2013-07-10 09:45:19,"9top",13,9257.1,0,6.3897607168,0.0727398488,254.37202164,0.4180543942,0.6002804998,12.921936034,6,1.420000017,1,2.840000033,13.295510484,12.921936034,13.32906704,408.95335692,401.08765868,8.1912422182,8.6883449552,55.07453003,58.416847232,500.2050598,189.74783936,130.1009613,103.03347474,1.258612752,0.296460122,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8336750996,0.0004180542,286.07193604,286.44551046,30.359653616,0.188978014,1.4954708684,14.514417514,5.8260725574,13.10872326,1.5138452844,0.0709232918,0.8951903688,0.6186549158,0.0444867608,26.20883348,0.634205465,60.40312943,398.05027246,0.0096963018,1,"HIE2","John"
"C09","ambient","control","top",3,2013-07-10 11:48:21,"9top",28,16638.3,0,13.236265058,0.1187033356,204.18054158,1.1450250042,1.0140060858,21.195975876,6,1.420000017,1,2.840000033,21.268829728,21.195975876,21.392954636,410.17860108,393.75721436,13.33850136,14.692082978,54.102394102,59.592672726,500.09640504,1000.8706054,279.82202148,102.9224228,0.322669148,0.279904336,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8334940082,0.001145025,294.34597586,294.41882972,160.13929332,1.31517176,2.5261508628,24.544222654,9.8521396774,21.2324028,2.5318030012,0.1139409416,1.512144777,1.0196582242,0.0716261758,21.014756006,0.518544196,60.699030074,387.46532788,0.0207354976,1,"HIE2","John"
"C09","ambient","control","top",4,2013-07-10 13:35:45,"9top",38,23084.7,0,10.597397846,0.12203797,249.03321392,0.8634368562,0.7464713762,17.445981218,6,1.420000017,1,2.840000033,17.761417388,17.445981218,17.794438934,410.00009766,396.87562866,11.1743433,12.197547148,56.29106903,61.445489502,500.13790282,448.9013855,209.65045166,102.78595732,0.543646932,0.290623635,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8335631714,0.000863437,290.59598124,290.9114174,71.824220074,0.4438313074,2.0002079366,19.459933924,7.2623867722,17.603699302,2.0202189166,0.1170099122,1.253736561,0.7664823556,0.073566903,25.597117326,0.627484096,63.642426932,391.83813328,0.017212293,1,"HIE2","John"
"C09","ambient","control","top",5,2013-07-10 15:08:05,"9top",43,28621.8,0,8.3246699658,0.0869570888,237.0984677,0.6772167058,0.8114228422,17.864275362,6,1.420000017,1,2.840000033,18.212403106,17.864275362,18.239083098,408.66169434,398.35081786,11.288246538,12.09089012,55.250988768,59.179576112,500.11878662,349.99989012,219.03342284,102.74199218,0.714972615,0.295509309,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8335313112,0.0006772166,291.01427536,291.3624031,55.99998117,0.3568854392,2.05366498,19.988564886,7.8976747648,18.038339232,2.0762767132,0.0843736614,1.2422421376,0.8340345758,0.0529597134,24.359968312,0.5951999302,61.037931536,394.39366846,0.0128836022,1,"HIE2","John"
"C09","ambient","control","top",6,2013-07-10 16:55:55,"9top",58,35093.1,0,3.44257957,0.060137613,307.83972206,0.3573784206,0.6151095762,14.859839822,6,1.420000017,1,2.840000033,15.563365938,14.859839822,15.588640978,408.85291138,404.54970704,10.09548378,10.519690132,58.458147428,60.914524078,500.1607971,69.9138443,43.738149262,102.74895934,0.801062703,0.292282075,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8336013284,0.0003573786,288.00983984,288.71336594,11.186214838,0.0323605736,1.69599679,16.506218652,5.9865285184,15.211602876,1.734825344,0.0588905222,1.0808872138,0.6539381306,0.0369166242,31.630211244,0.760944001,63.997238666,402.91326958,0.0054680578,1,"HIE2","John"
"C10","elevated","control","low",1,2013-07-10 08:13:08,"10low",33,2571,0,1.3132823268,0.1153801122,385.36057774,0.6064975762,0.5558772052,13.97884903,6,1.420000017,1,2.840000033,14.542978096,13.97884903,14.661028102,409.52927854,407.65860596,9.4431301118,10.16277504,58.502452088,62.960821532,500.5250244,29.032950974,68.354592894,102.9448517,1.261342168,0.247393459,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834208374,0.000606498,287.12884904,287.6929781,4.6452720518,-0.1962986422,1.6020825766,15.56253228,5.3997572426,14.26091356,1.6316404478,0.1108754936,1.0462053716,0.5854350758,0.0696882892,39.670887714,0.9453021764,66.222973816,407.03433444,0.0021366256,1,"HIE3","Mike"
"C10","elevated","control","low",2,2013-07-10 09:30:21,"10low",44,7204.3,0,1.794368526,0.1641543304,385.6749731,0.760549519,0.4978612456,14.57181053,6,1.420000017,1,2.840000033,14.98003521,14.57181053,15.056047438,409.63665772,407.1143677,10.427747536,11.32917042,62.84108276,68.273355104,500.49747926,40.189465332,137.48766174,103.00074156,1.50249207,0.244062275,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341624652,0.0007605496,287.72181054,288.13003522,6.4303143094,-0.2752006054,1.6647742018,16.162739936,4.8335695194,14.77592287,1.6868475614,0.1551845144,1.1669129562,0.5199346052,0.0977581996,39.724808338,0.947338109,71.334446396,406.26141082,0.0031506914,1,"HIE3","Mike"
"C10","elevated","control","low",3,2013-07-10 11:48:41,"10low",104,15504.1,0,11.167238126,0.2314610382,309.39103954,1.5900497438,0.7486969564,20.767771148,6,1.420000017,1,2.840000033,21.471453476,20.767771148,21.675024416,410.26482544,396.120813,14.76779537,16.642444228,59.12458725,66.629963684,500.44170532,300.6789734,136.49491882,102.85969086,2.241627693,0.184809536,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834069509,0.00159005,293.91777116,294.62145348,48.108634664,-0.1702093344,2.4605336242,23.9212621,7.278817869,21.119612312,2.5143377654,0.2140184336,1.7118366678,0.8025010976,0.1352264032,31.823866604,0.7810521618,71.282345138,390.81244282,0.020368519,1,"HIE3","Mike"
"C10","elevated","control","low",4,2013-07-10 13:17:04,"10low",134,20808.4,0,2.727335597,0.2092504274,379.20530148,1.2008013766,0.6213880066,19.128104018,6,1.420000017,1,2.840000033,19.613977052,19.128104018,19.738140488,409.05638428,405.20326538,14.166910362,15.584104154,63.543498232,69.900102234,500.46281128,60.467079924,225.34446104,102.76386108,2.086445808,0.21918568,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341046852,0.0012008012,292.27810402,292.76397704,9.674732572,-0.4542220436,2.2228707212,21.630860288,6.0467561314,19.371040536,2.2567604012,0.1948909016,1.6014827146,0.6552776862,0.1230203662,38.968601008,0.9358395956,73.470373206,403.90682064,0.0049610108,1,"HIE3","Mike"
"C10","elevated","control","low",5,2013-07-10 15:18:52,"10low",190,28123.2,0,1.1033765996,0.1927296746,393.556172,1.2290856456,0.68643277,19.485705948,6,1.420000017,1,2.840000033,20.129109192,19.485705948,20.2677639,409.496344,407.57291258,13.992848778,15.443653108,60.768534088,67.069125366,500.45511474,29.93165817,77.001428222,102.72700958,1.978169441,0.223488659,0.9333333374,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340918578,0.0012290854,292.63570596,293.27910918,4.7890652008,-0.5065546274,2.2729130696,22.125759132,6.6821060246,19.80740757,2.318772405,0.1804816972,1.5864802998,0.7322921052,0.1138410348,40.428848648,0.9656092104,71.177241898,407.04842018,0.0019293942,1,"HIE3","Mike"
"C10","elevated","control","low",6,2013-07-10 17:03:14,"10low",243,34392.9,0,-0.2611427442,0.099192377,410.65090782,0.62072064,0.6547430926,17.179814528,6,1.420000017,1,2.840000033,17.617366408,17.179814528,17.734219742,410.53870848,410.54627076,12.036623192,12.771264264,61.159105682,64.891879272,500.48380738,9.921148491,5.524656582,102.73754272,1.6869951246,0.2375370444,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.834139679,0.0006207206,290.32981452,290.76736642,1.587383723,-0.2533316328,1.9668314006,19.144232458,6.372968189,17.398590468,1.99422903,0.0958447944,1.3120883082,0.6821407222,0.0601950224,42.189265198,1.0002548796,67.312608058,410.67040552,-0.0004280296,1,"HIE3","Mike"
"C10","elevated","control","top",1,2013-07-10 08:17:22,"10top",38,2825.1,0,3.4802688686,0.0951698628,341.33402348,0.5304539308,0.5852596658,14.309440802,6,1.420000017,1,2.840000033,14.767185782,14.309440802,14.875549508,409.37818604,404.94866944,9.585268402,10.214661216,58.528084566,62.371189882,500.51623536,75.439620972,52.122714232,102.94165342,1.261342168,0.247393459,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341937254,0.0005304538,287.4594408,287.91718576,12.070339084,-0.0796170278,1.6367737806,15.9000145,5.685353286,14.538313294,1.6611760172,0.0920840012,1.0515141152,0.6096619022,0.0578220126,35.137488754,0.8429068014,64.944750464,403.2943163,0.0056044768,1,"HIE3","Mike"
"C10","elevated","control","top",2,2013-07-10 09:34:02,"10top",49,7425.5,0,6.0080821526,0.0801114758,276.38177146,0.4300094646,0.560631382,14.922503088,6,1.420000017,1,2.840000033,15.391709138,14.922503088,15.457300948,409.67277222,402.26310424,10.579562188,11.089328382,62.092036438,65.08389435,500.51290896,190.03892516,192.79834594,103.00230258,1.50249207,0.244062275,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341881816,0.0004300096,288.0725031,288.54170914,30.406227348,0.1955608854,1.7028577392,16.53222984,5.4429014582,15.157106112,1.7287596872,0.0779135738,1.1422263572,0.58653333,0.048888794,28.467959102,0.6870670832,67.531861632,399.40714974,0.0101585066,1,"HIE3","Mike"
"C10","elevated","control","top",3,2013-07-10 11:52:45,"10top",109,15748.8,0,9.1092379546,0.0899357642,227.85297166,0.8314660216,0.961138663,21.427800752,6,1.420000017,1,2.840000033,21.38872566,21.427800752,21.51620941,410.38757932,399.06800536,14.586255838,15.567642594,58.690364838,62.639146424,500.4277588,998.99989012,336.94183348,102.852536,2.434956551,0.209644169,0.8666666748,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340462646,0.0008314662,294.57780076,294.53872566,159.83997884,1.4611565744,2.5623101844,24.912464824,9.3448222332,21.408263208,2.55924528,0.0871751216,1.601171521,0.958073759,0.0547259294,23.435256102,0.5709625144,62.889674492,394.73790992,0.0145128174,1,"HIE3","Mike"
"C10","elevated","control","top",4,2013-07-10 13:24:30,"10top",139,21257.2,0,10.161353182,0.1068278664,235.5946756,0.8162615278,0.7992634344,20.043688584,6,1.420000017,1,2.840000033,20.148817064,20.043688584,20.232019044,409.24815062,396.67714844,14.155279158,15.119127082,61.421337128,65.60357971,500.44434206,450.25994872,228.82624206,102.76427002,2.086445808,0.21918568,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340739036,0.0008162618,293.19368858,293.29881706,72.041590188,0.4434990544,2.352969493,22.89676648,7.7776393946,20.096252824,2.3606370066,0.1029551518,1.553706058,0.8069309482,0.0646840522,24.210714938,0.5939203446,66.6288247,391.84692778,0.0172781368,1,"HIE3","Mike"
"C10","elevated","control","top",5,2013-07-10 15:15:08,"10top",185,27898.1,0,8.520153359,0.0934586182,244.73862358,0.7343248026,0.8180018248,19.997880934,6,1.420000017,1,2.840000033,20.25114479,19.997880934,20.3606678,409.43886718,398.87290648,14.009781836,14.877065466,60.385759732,64.123971558,500.45925904,350.54880372,166.80248718,102.72883148,1.978169441,0.223488659,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8340987648,0.0007343248,293.14788092,293.40114478,56.08780734,0.3155515156,2.3463053768,22.839794224,7.9627287588,20.124512864,2.364768136,0.0904810646,1.528303552,0.836464584,0.0568108488,25.14171276,0.6135754704,65.598587538,394.82283364,0.0141559838,1,"HIE3","Mike"
"C10","elevated","control","top",6,2013-07-10 17:00:37,"10top",238,34225.9,0,2.6254597314,0.0741554476,345.12311352,0.4905570476,0.6862440808,17.29894867,6,1.420000017,1,2.840000033,17.684595108,17.29894867,17.80256119,410.49647828,407.10950318,12.02903328,12.60972538,60.860725402,63.798726654,500.47651368,70.342240906,8.148557663,102.73541412,1.6369524,0.234282345,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8341275228,0.0004905572,290.44894868,290.8345951,11.254758292,-0.075392739,1.9817094394,19.289448116,6.679722736,17.491771888,2.0059995394,0.0722684282,1.2954653588,0.7105341808,0.0453335966,35.45636586,0.847740228,65.705307698,405.86148536,0.0042503824,1,"HIE3","Mike"
"C11","ambient","control","low",1,2013-07-10 07:57:28,"11low",17.5,3412.25,0,1.43331396783333,0.156802012333333,388.782769883333,0.819785350333333,0.562382227333333,10.679210345,6,1.420000017,1,2.840000033,11.6236483233333,10.679210345,11.7744970333333,409.70918275,407.587387083333,6.08758378016667,7.06477165233333,45.6420516983333,52.9685802466667,499.797688816667,30.3062750516667,43.7551142383333,102.9481748,1.960929871,0.12311846,0.8333333435,-0.219565243,2.737391472,1,0,0.159999996,111115,0.832996147833333,0.000819785333333333,283.82921035,284.773648316667,4.84900389966667,-0.00763240266666667,1.28968757716667,12.5275419116667,5.46277025866667,11.151429335,1.3308127045,0.148597624666667,0.727305349833333,0.603507354166667,0.0935773541666667,40.0244761516667,0.953863436833333,58.2666882766667,406.906058266667,0.00205247516666667,1,"UWS4","John"
"C11","ambient","control","low",2,2013-07-10 10:03:45,"11low",83,10996,0,1.9311638978,0.2264926536,389.27577548,1.0484360546,0.5084066,13.727423096,6,1.420000017,1,2.840000033,14.555072784,13.727423096,14.682445906,409.83031618,406.99967042,9.1166114808,10.362222862,56.487800598,64.205790712,499.78926392,40.193717192,161.7467804,103.04031066,2.629142761,0.121404707,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329821066,0.0010484362,286.8774231,287.7050728,6.4309946074,-0.0104557538,1.5761332644,15.296278264,4.9340553994,14.141247942,1.6190426688,0.209763754,1.0677266642,0.5513160044,0.1325092592,40.111096886,0.9564523416,69.737664404,406.08168758,0.0033164314,1,"UWS4","John"
"C11","ambient","control","low",3,2013-07-10 11:23:40,"11low",88,15788.6,0,10.670678502,0.1233558854,248.9502682,0.7932668146,0.6773834106,19.97977371,6,1.420000017,1,2.840000033,20.594641878,19.97977371,20.763690566,409.13240968,395.9439209,15.247624588,16.18461914,64.48423767,68.446911622,499.7434204,299.52319334,335.61027222,102.95528868,3.018089294,0.038345397,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329057006,0.0007932668,293.12977372,293.74464186,47.923709866,0.0060211372,2.3436755564,22.764013242,6.5793941032,20.287207792,2.388675405,0.11822092,1.6662921454,0.7223832594,0.0743328768,25.630746514,0.628751164,71.750365136,390.87159138,0.0195877312,1,"UWS4","John"
"C11","ambient","control","low",4,2013-07-10 13:52:51,"11low",163,24742.5,0,3.3243541612,0.1553739178,365.55296822,0.9403537838,0.6458777708,16.937465668,6,1.420000017,1,2.840000033,17.799585726,16.937465668,17.930821992,409.74738772,405.2986389,11.444025802,12.558823586,57.516464234,63.11932068,499.75551146,60.051940158,67.48284912,102.79545898,2.56401825,0.089892447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329258526,0.0009403538,290.08746566,290.94958572,9.60831021,-0.0072666354,1.936867804,18.84195882,6.283135235,17.368525696,1.9904441952,0.1473140458,1.2909900332,0.699454162,0.0927630004,37.57718516,0.9019348728,67.878881138,403.71840016,0.005589385,1,"UWS4","John"
"C11","ambient","control","low",5,2013-07-10 14:50:48,"11low",168,28214.6,0,1.2112149754,0.0936912478,383.24329964,0.4743333468,0.5295786982,15.484293558,6,1.420000017,1,2.840000033,15.966720008,15.484293558,16.010683442,409.49259642,407.80620728,11.46387539,12.02650013,64.699562074,67.874890134,499.759906,29.8644989,58.672731782,102.76327818,2.980033875,0.110170424,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329331768,0.0004743334,288.63429356,289.11672002,4.7783197172,-0.0036244886,1.7654612768,17.179884754,5.1533846214,15.725506784,1.7929555948,0.0906990904,1.2358825788,0.5570730158,0.056948373,39.38333794,0.939768289,70.531038518,407.23045366,0.0020978154,1,"UWS4","John"
"C11","ambient","control","low",6,2013-07-10 17:08:24,"11low",243,36474.2,0,0.0762320818,0.0812269036,404.61992124,0.3978625708,0.5110896676,13.83590126,6,1.420000017,1,2.840000033,14.566251564,13.83590126,14.67059326,409.72313234,409.43602296,9.9989515306,10.471617316,61.749267576,64.668255614,499.75614624,9.4637067794,3.6206610202,102.7724533,2.55934906,0.129845679,0.8000000122,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329269104,0.0003978626,286.98590128,287.71625156,1.514193051,-0.0028522706,1.5872834688,15.444639254,4.9730219372,14.201076412,1.6253303354,0.078968178,1.0761938014,0.549136534,0.0495531922,41.58378157,0.9882374596,68.285340086,409.39978588,0.000127109,1,"UWS4","John"
"C11","ambient","control","top",1,2013-07-10 08:01:44,"11top",23,3673.1,0,3.3337391906,0.1332149762,360.04179642,0.7373611928,0.5906538224,11.089115528,6,1.420000017,1,2.840000033,11.797197914,11.089115528,11.938295936,409.5752014,405.21432494,6.256634998,7.1355260848,46.379706574,52.894828034,499.78869628,75.567218018,53.436799622,102.95901794,2.179649353,0.118035853,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8329811606,0.0007373612,284.23911552,284.94719792,12.090754612,-0.0046308342,1.3253205816,12.872311794,5.7367857074,11.44315672,1.3567920614,0.1272462584,0.7346667594,0.6221253022,0.0800444572,37.06954987,0.8885217556,56.999774464,403.62962498,0.0047078522,1,"UWS4","John"
"C11","ambient","control","top",2,2013-07-10 09:58:53,"11top",78,10702.8,0,7.6314859008,0.1779189888,325.48907566,0.8824084392,0.5362572004,13.590167616,6,1.420000017,1,2.840000033,14.198325728,13.590167616,14.317172052,410.42270506,400.83673706,8.9068552018,9.9556127548,56.478491976,63.128694154,499.80485842,189.87849124,228.99165344,103.04410554,2.671653748,0.124843657,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8330080974,0.0008824084,286.74016762,287.34832572,30.380557916,-0.0007804416,1.5621244154,15.159764848,5.2041520916,13.894246674,1.593310068,0.1674298498,1.0258672148,0.567442853,0.1055380612,33.539730506,0.8120239596,67.284283392,397.20909418,0.0129271762,1,"UWS4","John"
"C11","ambient","control","top",3,2013-07-10 11:30:28,"11top",93,16199.7,0,15.545317154,0.1328388704,190.60768186,1.1772808446,0.9360105978,21.156245422,6,1.420000017,1,2.840000033,20.88416252,21.156245422,21.038050842,408.84595946,389.63090818,13.995230676,15.38697052,58.135310364,63.916499328,499.73393554,999.4546631,383.69778442,102.94348142,2.754142761,0.024774611,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.8328898926,0.0011772808,294.30624544,294.0341625,159.9127425,0.0317017354,2.519998943,24.479441724,9.0924712036,21.020203972,2.4990329778,0.1269028278,1.5839883454,0.9150446326,0.0798270448,19.621819148,0.4892014454,63.794812218,382.24140892,0.025944689,1,"UWS4","John"
